,name,time_start,lon,lat,level,type,province
887,Động đất tại Kon Tum (trận 1),2023-03-07,108.3,14.798,0,Động đất,Kon Tum
888,Dông sét tại Phú Thọ,2023-06-08,105.370331,21.343576,0,"Dông lốc, sét, mưa đá",Phu Tho
889,Động đất tại Kon Tum,2023-02-17,108.322,14.708,0,Động đất,Kon Tum
890,Sạt lở đất tại Cà Mau,2023-06-09,105.325697,8.949077,0,Sạt lở đất,Ca Mau
891,Dông sét tại Cao Bằng,2023-06-08,106.018349,22.604551,0,"Dông lốc, sét, mưa đá",Cao Bang
892,Động đất tại Kon Tum,2023-02-28,108.247,14.717,0,Động đất,Kon Tum
893,Động đất tại Kon Tum,2023-02-25,108.235,14.821,0,Động đất,Kon Tum
894,Động đất tại Kon Tum,2023-02-18,108.339,14.813,0,Động đất,Kon Tum
895,Sạt lở đất tại Vĩnh Long,2023-06-20,105.94664,10.206761,0,Sạt lở đất,Vinh Long
896,Sạt lở đất tại An Giang,2023-06-12,105.389088,10.377427,0,Sạt lở đất,An Giang
897,Động đất tại Kon Tum,2023-02-23,108.196,14.815,0,Động đất,Kon Tum
898,Động Đất tại Kon Tum,2023-03-04,108.238,14.872,0,Động đất,Kon Tum
899,Động đất tại Kon Tum,2023-02-23,108.403,14.704,0,Động đất,Kon Tum
900,Sạt lở đất tại Vĩnh Long,2023-06-12,105.969932,9.920947,0,Sạt lở đất,Vinh Long
901,Động đất tại Kon Tum,2023-07-04,108.237,14.875,0,Động đất,Kon Tum
902,Sạt lở đất tại Cà Mau,2023-06-28,105.047085,8.821485,0,Sạt lở đất,Ca Mau
903,Động đất tại Vĩnh Phúc,2023-03-03,105.55,21.215,0,Động đất,Vinh Phuc
904,Động đất tại Lai Châu,2023-03-03,102.672,22.534,0,Động đất,Lai Chau
905,Động đất tại Kon Tum,2023-03-04,108.25,14.889,0,Động đất,Kon Tum
906,Động đất tại Kon Tum (trận 3),2023-03-07,108.295,14.838,0,Động đất,Kon Tum
907,Động đất tại Kon Tum (trận 4),2023-03-07,108.297,14.811,0,Động đất,Kon Tum
908,Động đất tại Kon Tum,2023-03-08,108.241,14.825,0,Động đất,Kon Tum
909,Động đất tại Kon Tum,2023-03-09,108.239,14.821,0,Động đất,Kon Tum
910,Động đất tại Kon Tum,2023-03-09,108.209,14.835,0,Động đất,Kon Tum
911,Động đất tại Kon Tum,2023-03-09,108.209,14.835,0,Động đất,Kon Tum
912,Động đất tại Kon Tum,2023-07-07,108.323,14.79,0,Động đất,Kon Tum
913,Động đất tại Kon Tum,2023-06-14,108.224,14.826,0,Động đất,Kon Tum
914,Mưa lớn tại Điện Biên,2023-07-04,103.48477922417148,21.79520726908955,0,Mưa lớn,Đien Bien
915,Động đất tại Kon Tum,2023-03-09,108.437,14.739,0,Động đất,Kon Tum
917,Động đất tại Kon Tum,2023-03-10,108.276,14.819,0,Động đất,Kon Tum
918,Động đất tại Kon Tum (trận 2),2023-03-07,108.266,14.871,0,Động đất,Kon Tum
919,Động đất tại Kon Tum,2023-03-16,108.165,14.883,0,Động đất,Kon Tum
920,Động đất tại Quảng Ngãi,2023-03-14,108.469,14.966,0,Động đất,Quang Ngai
921,Động đất tại Kon Tum,2023-03-14,108.266,14.864,0,Động đất,Kon Tum
922,Động đất tại Kon Tum,2023-03-13,108.209,14.85,0,Động đất,Kon Tum
923,Động đất tại Kon Tum,2023-06-13,108.271,14.806,0,Động đất,Kon Tum
924,Động đất tại Kon Tum,2023-07-05,108.264,14.846,0,Động đất,Kon Tum
925,Sóng lớn tại Thừa Thiên Huế,2023-02-21,107.625313,16.568024,0,Gió mạnh trên biển,Thua Thien Hue
926,Động đất tại Kon Tum,2023-07-07,108.285,14.89,0,Động đất,Kon Tum
927,Động đất tại Kon Tum,2023-07-07,108.314,14.769,0,Động đất,Kon Tum
928,Động đất tại Kon Tum,2023-03-16,108.225,14.814,0,Động đất,Kon Tum
929,Động đất tại Kon Tum,2023-03-17,108.343,14.761,0,Động đất,Kon Tum
930,"Sóng to, gió lớn tại vùng biển tỉnh Bình Thuận",2023-03-13,108.133333,10.783333,0,Gió mạnh trên biển,Binh Thuan
931,Lốc tại Đồng Nai,2023-05-07,107.457716,11.358852,0,Lốc,Đong Nai
932,Mưa lớn tại Phú Yên,2023-01-02,109.154188,12.930949,0,Mưa lớn,Phu Yen
933,Sụt lún đất tại An Giang,2023-07-07,105.086558,10.81426,0,Sụt lún đất,An Giang
934,Sạt lở đất tại Cà Mau,2023-02-27,105.298014,8.82682,0,Sạt lở đất,Ca Mau
935,Lốc xoáy tại Quảng Trị,2023-04-03,106.989332,16.423256,0,Lốc,Quang Tri
936,Mưa lớn kèm theo lốc tại Lâm Đồng,2023-04-06,107.985783,11.674849,0,Lốc,Lam Đong
937,Mưa dông tại Bình Dương,2023-04-04,106.593,11.14,0,Mưa lớn,Binh Duong
938,Mưa lớn tại Quảng Trị,2023-02-14,107.290818,16.686031,0,Mưa lớn,Quang Tri
939,Động đất tại Kon Tum,2023-03-22,14.852,108.266,0,Động đất,Kon Tum
940,Động đất tại Kon Tum,2023-03-21,108.246,14.915,0,Động đất,Kon Tum
941,Sạt lở đất tại Sóc Trăng,2023-02-23,106.053687,9.766177,0,Sạt lở đất,Soc Trang
942,Động đất tại Kon Tum,2023-07-05,108.26,14.848,0,Động đất,Kon Tum
943,Động đất tại Kon Tum,2023-06-15,108.294,14.833,0,Động đất,Kon Tum
945,Động đất tại Kon Tum,2023-03-22,108.212,14.842,0,Động đất,Kon Tum
947,Động đất tại Kon Tum,2023-03-23,108.2,14.877,0,Động đất,Kon Tum
948,Động đất tại Kon Tum,2023-03-23,108.25,14.84,0,Động đất,Kon Tum
949,Cháy rừng tại Đà Lạt,2023-04-07,108.45772,11.90122,0,Cháy rừng do tự nhiên,Lam Đong
950,Chìm tàu LA-05923 tại vùng biển tỉnh Bình Thuận,2023-03-08,108.8166,10.8166,0,Gió mạnh trên biển,Binh Thuan
951,Gió mạnh trên biển Phú Quý tại Bình Thuận,2023-03-11,108.4333,10.46667,0,Gió mạnh trên biển,Binh Thuan
952,Sạt lở đất tại Hậu Giang,2023-06-15,105.842171,9.836248,0,Sạt lở đất,Hau Giang
954,"Dông lốc, mưa đá tại Thừa Thiên Huế",2023-03-24,107.310817,16.176301,0,"Dông lốc, sét, mưa đá",Thua Thien Hue
955,Động đất tại Kon Tum,2023-07-07,108.331,14.783,0,Động đất,Kon Tum
956,Sạt lở đất tại Hậu Giang,2023-04-12,105.7789684981262,9.93885901573831,0,Sạt lở đất,Hau Giang
957,Động đất tại biển Đông,2023-03-28,110.146,13.159,0,Động đất,Phu Yen
958,Dông sét tại Bình Thuận,2023-06-15,107.616917,11.134192,0,"Dông lốc, sét, mưa đá",Binh Thuan
959,Sạt lở đất tại Bạc Liêu,2023-06-07,105.346004,9.202302,0,Sạt lở đất,Bac Lieu
960,Động đất tại Kon Tum,2023-03-30,108.316,14.891,0,Động đất,Kon Tum
961,Động đất tại Kon Tum,2023-03-29,108.286,14.76,0,Động đất,Kon Tum
962,Động đất tại Kon Tum,2023-03-30,108.282,14.894,0,Động đất,Kon Tum
963,Lốc tại Gia Lai,2023-04-22,108.408342,13.380492,0,Lốc,Gia Lai
964,Sạt lở đất tại Cà Mau,2023-07-18,105.2246,8.953852,0,Sạt lở đất,Ca Mau
965,Mưa đá tại Kon Tum,2023-03-24,107.849008,14.98789,0,Mưa đá,Kon Tum
967,Động đất tại Kon Tum,2023-04-02,108.321,14.765,0,Động đất,Kon Tum
968,Lốc tại Cao Bằng,2023-04-03,105.794746,22.761582,0,Lốc,Cao Bang
969,Lốc xoáy tại Tiền Giang,2023-04-15,106.1103130087678,10.430506618716754,0,Lốc,Tien Giang
970,Lốc tại Bắc Kạn,2023-04-23,105.627108,22.565153,0,Lốc,Bac Kan
971,Động đất tại Kon Tum,2023-04-05,108.274,14.882,0,Động đất,Kon Tum
972,Sạt lở đất tại Cà Mau,2023-03-29,105.200784,8.999644,0,Sạt lở đất,Ca Mau
973,Mưa lớn kèm lốc tại Tây Ninh,2023-04-03,106.408828,11.132803,0,Lốc,Tay Ninh
974,Sạt lở đất tại Cà Mau,2023-01-25,105.206534,8.772036,0,Sạt lở đất,Ca Mau
975,Triều cường gây sạt lở tại Trà Vinh,2023-01-25,106.502309,9.891495,0,Sạt lở đất,Tra Vinh
976,Lốc xoáy tại Lâm Đồng,2023-04-11,108.06704500181668,11.5828170579766,0,Lốc,Lam Đong
977,Lốc xoáy tại Gia Lai,2023-04-15,108.38898524248656,13.502753919060025,0,Lốc,Gia Lai
978,Động đất tại Kon Tum,2023-04-15,108.2283,14.805,0,Động đất,Kon Tum
979,Lốc tại Tiền Giang,2023-04-24,106.118001,10.406025,0,Lốc,Tien Giang
980,Sét tại Cao Bằng,2023-04-24,105.660536,22.871157,0,Sét,Cao Bang
981,Lốc tại Cao Bằng,2023-04-23,106.186217,22.972574,0,Lốc,Cao Bang
982,Động đất tại Kon Tum,2023-04-19,108.332,14.784,0,Động đất,Kon Tum
984,Động đất tại Kon Tum,2023-04-24,108.221,14.857,0,Động đất,Kon Tum
985,"Mưa đá kèm theo dông, lốc tại Bình Thuận",2023-04-24,107.512457,11.073842,0,"Dông lốc, sét, mưa đá",Binh Thuan
986,Lốc tại Thừa Thiên Huế,2023-05-08,107.705087,16.529068,0,Lốc,Thua Thien Hue
987,"Mưa lớn gây ngập lụt, sạt lở tại Lâm Đồng",2023-06-17,107.775095,11.51959,0,Mưa lớn,Lam Đong
988,Dông lốc tại Lâm Đồng,2023-04-24,107.668996,11.414708,0,Lốc,Lam Đong
989,Động đất tại Kon Tum,2023-04-21,108.249,14.903,0,Động đất,Kon Tum
990,Dông lốc tại Kon Tum,2023-04-18,107.998901,14.328345,0,Lốc,Kon Tum
991,Sạt lở đất tại Cà Mau,2023-07-05,105.375232,9.057544,0,Sạt lở đất,Ca Mau
992,Động đất tại Kon Tum,2023-04-22,108.315,14.837,0,Động đất,Kon Tum
993,Dông lốc tại Đồng Nai,2023-04-24,107.304715,11.206854,0,Lốc,Đong Nai
994,Dông lốc tại Yên Bái,2023-05-08,104.672337,22.213379,0,Lốc,Yen Bai
995,Động đất tại Kon Tum,2023-04-23,108.235,14.866,0,Động đất,Kon Tum
996,Động đất tại Kon Tum,2023-04-23,108.302,14.816,0,Động đất,Kon Tum
997,Sạt lở đất tại Sóc Trăng,2023-06-20,106.044683,9.753256,0,Sạt lở đất,Soc Trang
998,Động đất tại Kon Tum,2023-07-26,108.256,14.788,0,Động đất,Kon Tum
999,"Mưa to, lốc tại Yên Bái",2023-04-29,104.869823,21.711143,0,Lốc,Yen Bai
1000,Lốc tại Bình Thuận,2023-10-05,108.461014,11.20171,0,Lốc,Binh Thuan
1001,Sạt lở đất tại Cà Mau,2023-04-25,105.300324,8.878245,0,Sạt lở đất,Ca Mau
1002,Lốc tại Điện Biên,2023-04-24,102.483098,22.169791,0,Lốc,Đien Bien
1003,Lốc tại Nghệ An,2023-04-23,104.662649,19.479215,0,Lốc,Nghe An
1004,Sét tại Hà Giang,2023-06-20,105.021403,22.484259,0,Sét,Ha Giang
1005,Động đất tại Kon Tum,2023-04-26,108.225,14.843,0,Động đất,Kon Tum
1006,Sạt lở đất tại Vĩnh Long,2023-06-20,106.04943,10.208996,0,Sạt lở đất,Vinh Long
1007,Sạt lở đất tại Cà Mau,2023-07-04,105.274254,8.832694,0,Sạt lở đất,Ca Mau
1008,"Mưa to, lốc tại Thái Nguyên",2023-04-29,105.818939,21.558859,0,Lốc,Thai Nguyen
1009,Lốc tại An Giang,2023-06-20,105.183187,10.858616,0,Lốc,An Giang
1010,Sét tại Bắc Giang,2023-06-19,106.008656,21.390265,0,Sét,Bac Giang
1011,Động đất tại Kon Tum,2023-07-29,14.734,108.27,0,Động đất,Kon Tum
1012,Động đất tại Quảng Nam,2023-07-29,108.131,14.978,0,Động đất,Quang Nam
1013,Động đất tại Kon Tum,2023-08-19,108.323,14.711,0,Động đất,Kon Tum
1014,Động đất tại Kon Tum,2023-04-30,108.224,14.801,0,Động đất,Kon Tum
1015,Động đất tại Kon Tum,2023-04-30,108.283,14.84,0,Động đất,Kon Tum
1016,Động đất tại Kon Tum,2023-04-29,108.22,14.845,0,Động đất,Kon Tum
1017,"Dông lốc, mưa đá tại Cao Bằng",2023-05-07,106.321548,22.851091,0,"Dông lốc, sét, mưa đá",Cao Bang
1018,Động đất tại Kon Tum,2023-05-05,108.291,14.843,0,Động đất,Kon Tum
1019,Sạt lở đất tại Hậu Giang,2023-06-21,105.871448,9.900989,0,Sạt lở đất,Hau Giang
1020,Sạt Lở đất tại Cà Mau,2023-06-20,105.368678,8.957105,0,Sạt lở đất,Ca Mau
1021,Áp thấp nhiệt đới trên Biển Đông,2023-05-05,115.5,13.1,6,Áp thấp nhiệt đới,Bien Đong
1022,Động đẩt tại Kon Tum,2023-05-07,108.227,14.76,0,Động đất,Kon Tum
1024,Dông lốc tại Nghệ An,2023-05-07,105.033536,19.578109,0,Lốc,Nghe An
1025,Sạt lở đất tại Cà Mau,2023-06-20,105.168812,8.856378,0,Sạt lở đất,Ca Mau
1026,Dông lốc sét tại Bình Thuận,2023-05-07,107.51105,11.142083,0,"Dông lốc, sét, mưa đá",Binh Thuan
1027,"Mưa kèm giông, lốc tại Đắk Lắk",2023-05-08,107.816364,13.188535,0,Lốc,Đak Lak
1028,Lốc tại Tuyên Quang,2023-05-08,105.441693,21.752226,0,Lốc,Tuyen Quang
1029,Dông lốc tại Thái Nguyên,2023-05-08,105.638132,21.896894,0,Lốc,Thai Nguyen
1030,"Mưa kèm dông, lốc tại Bến Tre",2023-06-20,106.605337,9.89075,0,Lốc,Ben Tre
1031,Sạt lở đất tại Bình Thuận,2023-06-20,108.385512,11.0927,0,Sạt lở đất,Binh Thuan
1032,Lốc tại Kiên Giang,2023-07-29,105.202759,9.465735,0,Lốc,Kien Giang
1033,Động đất tại Kon Tum,2023-05-08,108.299,14.81,0,Động đất,Kon Tum
1034,Dông lốc sét tại Hà Giang,2023-05-08,105.082607,23.116356,0,"Dông lốc, sét, mưa đá",Ha Giang
1035,Dông kèm mưa đá tại Lào Cai,2023-05-08,104.269598,22.718852,0,"Dông lốc, sét, mưa đá",Lao Cai
1036,Sạt lở đất tại Cần Thơ,2023-05-08,105.717259,9.995141,0,Sạt lở đất,Can Tho
1037,"Mưa to, dông, lốc, sét tại Hà Giang",2023-06-22,104.908103,22.496086,0,"Dông lốc, sét, mưa đá",Ha Giang
1038,"Dông lốc, mưa đá tại Lào Cai",2023-04-28,103.962023,22.240307,0,"Dông lốc, sét, mưa đá",Lao Cai
1039,Sạt lở đất tại TP Cần Thơ,2023-06-22,105.827523,9.990878,0,Sạt lở đất,Can Tho
1040,Sạt lở đất tại Cà Mau,2023-07-06,105.372679,9.060161,0,Sạt lở đất,Ca Mau
1041,Sét tại An Giang,2023-04-28,105.261543,10.672854,0,Sét,An Giang
1042,"Mưa dông kèm lốc xoáy, mưa đá, sét và gió giật mạnh tại Quảng Trị",2023-04-21,106.57089,16.756517,0,"Dông lốc, sét, mưa đá",Quang Tri
1043,Lốc tại An Giang,2023-05-08,105.331753,10.666458,0,Lốc,An Giang
1044,Sạt lở đất tại Cà Mau,2023-07-05,105.256578,8.834779,0,Sạt lở đất,Ca Mau
1045,"Mưa to, lốc, sét tại Bắc Kạn",2023-06-22,105.71718,22.512538,0,"Dông lốc, sét, mưa đá",Bac Kan
1046,Sạt lở đất tại Cà Mau,2023-07-05,105.035002,8.771609,0,Sạt lở đất,Ca Mau
1047,Sạt lở đất tại Cà Mau,2023-07-04,105.314795,8.967508,0,Sạt lở đất,Ca Mau
1048,Động đất tại Kon Tum,2023-05-12,108.213,14.913,0,Động đất,Kon Tum
1049,Động đất tại Kon Tum,2023-05-12,108.17,14.986,0,Động đất,Kon Tum
1050,Động đất tại Kon Tum,2023-05-12,108.234,14.91,0,Động đất,Kon Tum
1051,Động đất tại Quảng Ngãi,2023-05-13,108.549,14.964,0,Động đất,Quang Ngai
1052,Lũ tại Thanh Hóa,2023-05-10,105.174742,19.800089,0,Lũ,Thanh Hoa
1053,Động đất tại Kon Tum,2023-05-13,108.254,14.977,0,Động đất,Kon Tum
1054,Động đất tại Kon Tum,2023-05-15,108.321,14.8,0,Động đất,Kon Tum
1055,Sạt lở đất tại Cà Mau,2023-06-21,105.16536,8.857659,0,Sạt lở đất,Ca Mau
1056,Động đất tại Kon Tum,2023-05-14,108.176,14.84,0,Động đất,Kon Tum
1057,Động đất tại Kon Tum,2023-05-14,108.233,14.887,0,Động đất,Kon Tum
1058,Mưa lớn tại Bình Dương,2023-06-22,106.721838,11.04264,0,Mưa lớn,Binh Duong
1059,Mưa lớn tại Đà Lạt,2023-06-23,108.490171,11.942706,0,Mưa lớn,Lam Đong
1060,Lốc tại Bình Phước,2023-07-28,106.881672,11.531152,0,Lốc,Binh Phuoc
1061,Động đất tại Kon Tum,2023-05-14,108.186,14.833,0,Động đất,Kon Tum
1062,Động đất tại Kon Tum,2023-05-15,108.285,14.78,0,Động đất,Kon Tum
1063,"Mưa lớn kèm dông, lốc, sét tại Thái Nguyên",2023-06-21,105.980687,21.461455,0,Mưa lớn,Thai Nguyen
1064,Mưa lớn tại Bắc Kạn,2023-06-23,105.798041,21.930036,0,Mưa lớn,Bac Kan
1065,Lốc tại Bến Tre,2023-05-17,106.695971,10.182056,0,Lốc,Ben Tre
1066,Động đất tại Kon Tum,2023-05-16,108.186,14.835,0,Động đất,Kon Tum
1067,Động đất tại Kon Tum,2023-05-16,108.303,14.902,0,Động đất,Kon Tum
1068,Lốc tại Quảng Bình,2023-05-08,106.842954,17.270381,0,Lốc,Quang Binh
1069,Lốc xoáy và gió mạnh gây thiệt hại tại Quảng Trị,2023-05-08,107.20833,16.9139,0,Lốc,Quang Tri
1070,Động đất tại Kon Tum,2023-05-16,108.235,14.823,0,Động đất,Kon Tum
1071,Sạt lở đất tại Bắc Kạn,2023-07-04,105.774963,21.878792,0,Sạt lở đất,Bac Kan
1072,Động đất tại Kon Tum,2023-05-17,108.261,14.8431,0,Động đất,Kon Tum
1073,Động đất tại Kon Tum,2023-05-17,108.28,14.851,0,Động đất,Kon Tum
1074,Lốc tại Bình Thuận,2023-05-17,107.650174,10.953741,0,Lốc,Binh Thuan
1075,Động đất tại Kon Tum,2023-05-18,108.277,14.828,0,Động đất,Kon Tum
1076,Động đất tại Kon Tum,2023-07-08,108.269,14.93,0,Động đất,Kon Tum
1077,Sét tại Bình Thuận,2023-05-17,108.120682,11.022737,0,Sét,Binh Thuan
1078,Động đất tại Kon Tum,2023-05-18,108.278,14.84,0,Động đất,Kon Tum
1079,Lốc tại An Giang,2023-04-27,105.115451,10.649756,0,Lốc,An Giang
1080,Động đất tại Kon Tum,2023-06-26,108.277,14.833,0,Động đất,Kon Tum
1081,Động đất tại Quảng Ngãi,2023-07-09,108.269,15.017,0,Động đất,Quang Ngai
1082,Động đất tại Kon Tum,2023-07-09,108.271,14.926,0,Động đất,Kon Tum
1083,Động đất tại Kon Tum,2023-07-09,108.278,14.912,0,Động đất,Kon Tum
1084,Động đất tại Kon Tum,2023-07-09,108.283,14.902,0,Động đất,Kon Tum
1085,Động đất tại Kon Tum,2023-07-09,108.289,14.876,0,Động đất,Kon Tum
1086,Lốc tại Quảng Trị,2023-07-09,107.277523490839,16.66545495005297,0,Lốc,Quang Tri
1087,Mưa lớn tại Điện Biên,2023-08-02,103.336006,21.857989,0,Mưa lớn,Đien Bien
1088,Động đất tại Kon Tum,2023-07-11,108.312,14.916,0,Động đất,Kon Tum
1089,Động đất tại Kon Tum,2023-10-19,108.152,14.858,0,Động đất,Kon Tum
1090,Động đất tại Kon Tum,2023-07-11,108.287,14.906,0,Động đất,Kon Tum
1091,Động đất tại Kon Tum,2023-07-11,108.267,14.889,0,Động đất,Kon Tum
1092,Động đất tại Kon Tum,2023-07-11,108.263,14.907,0,Động đất,Kon Tum
1093,Động đất tại Kon Tum,2023-07-30,108.316,14.906,0,Động đất,Kon Tum
1094,Động đất tại Quảng Nam,2023-08-01,108.135,15.02,0,Động đất,Quang Nam
1095,Động đất tại,2023-08-03,108.196,14.896,0,Động đất,Kon Tum
1096,Sạt lở đất tại Lâm Đồng,2023-07-29,107.871498,11.532559,0,Sạt lở đất,Lam Đong
1097,Động đất tại Kon Tum,2023-07-12,108.28,14.906,0,Động đất,Kon Tum
1098,Động đất tại Sơn La,2023-07-30,103.582,21.951,0,Động đất,Son La
1099,Động đất tại Kon Tum,2023-08-03,108.264,14.874,0,Động đất,Kon Tum
1100,Cơn bão số 5,2023-10-16,109.2,19.7,8,Bão,Bien Đong
1101,Động đất tại Kon Tum,2023-07-12,108.254,14.913,0,Động đất,Kon Tum
1102,Động đất tại Kon Tum,2023-07-12,108.189,14.896,0,Động đất,Kon Tum
1103,Mưa lớn tại Điện Biên,2023-08-03,103.02559,21.400934,0,Mưa lớn,Đien Bien
1104,Mưa lớn tại Gia Lai,2023-08-04,108.052534,13.947194,0,Mưa lớn,Gia Lai
1105,Lũ quét tại Lâm Đồng,2023-10-24,108.3645038204196,12.025923451124036,0,Lũ quét,Lam Đong
1106,Lốc tại Bình Phước,2023-08-03,107.000396,11.940083,0,Lốc,Binh Phuoc
1107,Động đất tại Kon Tum,2023-07-12,108.263,14.899,0,Động đất,Kon Tum
1108,Động đất tại Kon Tum,2023-07-11,108.263,14.934,0,Động đất,Kon Tum
1109,Động đất tại Kon Tum,2023-07-10,108.232,14.946,0,Động đất,Kon Tum
1110,Mưa lớn tại Cao Bằng,2023-08-04,105.446987,22.921927,0,Mưa lớn,Cao Bang
1111,Mưa lớn gây sạt lở đất tại Lào Cai,2023-08-02,103.842647,22.396566,0,Sạt lở đất,Lao Cai
1112,Động đất tại Kon Tum,2023-07-10,108.262,14.912,0,Động đất,Kon Tum
1114,Lốc tại Bình Thuận,2023-07-11,107.508303,11.151373,0,Lốc,Binh Thuan
1115,Động đất tại Quảng Nam,2023-07-12,108.134,15.06,0,Động đất,Quang Nam
1116,Động đất tại Kon Tum,2023-07-13,108.195,14.93,0,Động đất,Kon Tum
1117,Động đất tại Kon Tum,2023-07-13,108.199,15.015,0,Động đất,Kon Tum
1118,Mưa lớn tại Bắc Kạn,2023-08-10,105.815645,22.145017,0,Mưa lớn,Bac Kan
1119,Mưa lớn tại Sơn La,2023-08-11,104.093273,21.529729,0,Mưa lớn,Son La
1120,Mưa lớn tại Gia Lai,2023-10-19,107.97097,14.192191,0,Mưa lớn,Gia Lai
1121,Động đất tại Kon Tum,2023-07-13,108.245,15.002,0,Động đất,Kon Tum
1122,Mưa lớn gây sạt lở đất tại Quảng Trị,2023-10-25,106.89055,16.564995,0,Sạt lở đất,Quang Tri
1123,Động đất tại Kon Tum,2023-07-14,108.216,15.0,0,Động đất,Kon Tum
1124,Động đất tại Kon Tum,2023-08-03,108.304,14.843,0,Động đất,Kon Tum
1125,Mưa lớn gây sạt lở đất tại Nghệ An,2023-08-03,104.162086,19.526823,0,Sạt lở đất,Nghe An
1126,Động đất tại Kon Tum,2023-08-10,108.266,14.815,0,Động đất,Kon Tum
1129,Động đất tại Kon Tum,2023-08-03,108.267,14.864,0,Động đất,Kon Tum
1130,Động đất tại Kon Tum,2023-07-14,108.213,15.03,0,Động đất,Kon Tum
1131,Động đất tại Kon Tum,2023-07-15,108.269,14.727,0,Động đất,Kon Tum
1132,Động đất tại Kon Tum,2023-07-15,108.191,14.811,0,Động đất,Kon Tum
1133,Động đất tại Kon Tum,2023-07-16,108.313,14.743,0,Động đất,Kon Tum
1134,Động đất tại Kon Tum,2023-07-16,108.315,14.728,0,Động đất,Kon Tum
1135,Động đất tại Kon Tum,2023-07-16,108.215,14.733,0,Động đất,Kon Tum
1136,Động đất tại Kon Tum,2023-07-16,108.255,14.867,0,Động đất,Kon Tum
1137,Động đất tại Kon Tum,2023-07-16,108.315,14.732,0,Động đất,Kon Tum
1138,Động đất tại Kon Tum,2023-07-16,108.294,14.833,0,Động đất,Kon Tum
1139,Động đất tại Kon Tum,2023-08-19,108.302,14.748,0,Động đất,Kon Tum
1140,Động đất tại Kon Tum,2023-07-17,108.196,14.995,0,Động đất,Kon Tum
1141,Sạt lở đất tại Hậu Giang,2023-07-17,105.788691,9.880656,0,Sạt lở đất,Hau Giang
1142,Sạt lở đất tại Hậu Giang,2023-07-17,105.792182,9.889705,0,Sạt lở đất,Hau Giang
1143,Lốc tại Hậu Giang,2023-07-16,105.466408,9.774742,0,Lốc,Hau Giang
1144,Lốc tại Cà Mau,2023-07-17,104.979973,9.088408,0,Lốc,Ca Mau
1145,Động đất tại Kon Tum,2023-07-17,108.235,14.81,0,Động đất,Kon Tum
1146,Động đất tại Kon Tum,2023-07-19,108.313,14.769,0,Động đất,Kon Tum
1147,Động đất tại Kon Tum,2023-07-20,108.171,15.009,0,Động đất,Kon Tum
1148,Động đất tại Kon Tum,2023-07-20,108.223,14.985,0,Động đất,Kon Tum
1149,Động đất tại Kon Tum,2023-07-20,108.209,14.946,0,Động đất,Kon Tum
1150,Động đất tại Kon Tum,2023-07-20,108.168,14.954,0,Động đất,Kon Tum
1151,Động đất tại Kon Tum,2023-07-20,108.19,14.937,0,Động đất,Kon Tum
1152,Động đất tại Kon Tum,2023-07-21,108.271,14.851,0,Động đất,Kon Tum
1153,Động đất tại Kon Tum,2023-07-21,108.166,14.918,0,Động đất,Kon Tum
1154,Sạt lở đất tại Hậu Giang,2023-07-21,105.7981,9.915289,0,Sạt lở đất,Hau Giang
1156,Dông lốc tại Sóc Trăng,2023-07-16,106.01731,9.598534,0,Lốc,Soc Trang
1157,Mưa lớn gây sạt lở đất tại Lào Cai,2023-07-24,103.945224,22.454725,0,Sạt lở đất,Lao Cai
1158,Động đất tại Kon Tum,2023-07-24,108.279,14.811,0,Động đất,Kon Tum
1159,Động đất tại Kon Tum,2023-07-27,108.272,14.843,0,Động đất,Kon Tum
1160,Cơn bão số 2,2023-07-24,118.5,24.9,15,Bão,Bien Đong
1161,Ngập tại Bình Thuận,2023-07-29,107.670523,10.940556,0,Ngập lụt,Binh Thuan
1162,Động đất tại Kon Tum,2023-07-30,108.264,14.939,0,Động đất,Kon Tum
1163,Động đất tại Kon Tum,2023-07-29,108.171,14.918,0,Động đất,Kon Tum
1164,Động đất tại Kon Tum,2023-07-29,108.192,14.933,0,Động đất,Kon Tum
1165,Động đất tại Quảng Nam,2023-08-01,108.123,15.047,0,Động đất,Quang Nam
1166,Động đất tại Kon Tum,2023-08-02,108.178,14.969,0,Động đất,Kon Tum
1167,Ngập lụt tại Đắk Lắk,2023-07-28,108.104257,12.477136,0,Ngập lụt,Đak Lak
1168,Động đất tại Kon Tum,2023-08-02,108.36,14.759,0,Động đất,Kon Tum
1169,Mưa lớn tại Gia Lai,2023-08-02,107.695315,13.798428,0,Mưa lớn,Gia Lai
1170,Động đất tại Kon Tum,2023-08-02,108.257,14.818,0,Động đất,Kon Tum
1171,Động đất tại Kon Tum,2023-08-03,108.251,14.848,0,Động đất,Kon Tum
1172,Động đất tại Kon Tum,2023-08-02,108.252,14.759,0,Động đất,Kon Tum
1173,Động đất tại Kon Tum,2023-08-03,108.189,14.95,0,Động đất,Kon Tum
1174,Sạt lở tại Bình Thuận,2023-08-03,108.563154,11.17494,0,Sạt lở đất,Binh Thuan
1175,Sạt lở đất tại Bình Phước,2023-08-04,107.24718,11.643173,0,Sạt lở đất,Binh Phuoc
1176,Mưa lớn tại Đắk Nông,2023-08-03,107.90059,12.049889,0,Mưa lớn,Đak Nong
1177,Động đất tại Kon Tum,2023-08-04,108.22,15.007,0,Động đất,Kon Tum
